>gi:727711724:ref:WP_033835092.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase
>AAL12234|FEATURES|fusB|fusaric-acid|fusB
>gi:662754041:ref:WP_030125200.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter
>gi:851905047:ref:WP_048213240.1:|FEATURES|TolC|multidrug|TolC
>CP000647.1.gene4257.p01|FEATURES|transcriptional_regulatory_protein_CpxR_cpxR|unclassified|transcriptional_regulatory_protein_CpxR_cpxR
>YP_405948|FEATURES|mdtM|multidrug|mdtM
>gi:447124504:ref:WP_001201760.1:|FEATURES|macA|MLS|macA
>gi:1031626545:gb:ANG10578.1:|FEATURES|TEM-1|beta-lactam|TEM
>gi:1031635111:gb:ANG14588.1:|FEATURES|TEM-1|beta-lactam|TEM
>AF452105.1.gene1.p1|FEATURES|LEN-15|beta-lactam|LEN
>gi:489009547:ref:WP_002920107.1:|FEATURES|cmeB|multidrug|cmeB
>gi:489421661:ref:WP_003327389.1:|FEATURES|ykkD|multidrug|ykkD
>gi:920342141:ref:WP_052979841.1:|FEATURES|class_C|beta-lactam|class_C
>CAE53424|FEATURES|dfrA20|diaminopyrimidine|dfrA20
>gi:928832860:ref:WP_053889610.1:|FEATURES|emrA|multidrug|emrA
>NC_010063.5774822.p01|FEATURES|blaZ|beta-lactam|blaZ
>gi:742921897:ref:WP_039023559.1:|FEATURES|floR|phenicol|floR
>gi:757721768:ref:WP_042949788.1:|FEATURES|macA|MLS|macA
>CAA63057|FEATURES|mdtH|multidrug|mdtH
>DQ075245.1.gene1.p01|FEATURES|TEM-143|beta-lactam|TEM
>gi:664170275:ref:WP_030704520.1:|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I
>gi:516511796:ref:WP_017900234.1:|FEATURES|sdiA|unclassified|sdiA
>gi:585355297:ref:WP_024236900.1:|FEATURES|macA|MLS|macA
>P52664|FEATURES|class_A|beta-lactam|class_A
>AF079138.1.orf0.gene.p01|FEATURES|erm(31)|MLS|erm(31)
>AJ005045.gene.p01|FEATURES|CTX-M-7|beta-lactam|CTX-M
>gi:740619692:ref:WP_038405204.1:|FEATURES|tetR|tetracycline|tetR
>NC_002695.1.915750.p01|FEATURES|mdtE|multidrug|mdtE
>gi:1040574401:gb:OBU08589.1:|FEATURES|mdtH|multidrug|mdtH
>gi:798900708:ref:WP_045903201.1:|FEATURES|sdiA|unclassified|sdiA
>gi:1000987514:ref:WP_061186397.1:|FEATURES|fosB|fosfomycin|fosB
>HM113558.1.gene1.p01|FEATURES|OXA-172|beta-lactam|OXA
>gi:487399647:ref:WP_001669103.1:|FEATURES|mdtP|multidrug|mdtP
>gi:487586482:ref:WP_001724981.1:|FEATURES|cmlA|phenicol|cmlA
>gi:691136184:ref:WP_032050198.1:|FEATURES|macA|MLS|macA
>gi:895818174:ref:WP_048942695.1:|FEATURES|lsa|MLS|lsa
>gi:759396701:ref:WP_043121260.1:|FEATURES|class_C|beta-lactam|class_C
>gi:447203855:ref:WP_001281111.1:|FEATURES|vanR|glycopeptide|vanR
>AY162283.2.gene3.p01|FEATURES|OXA-4|beta-lactam|OXA
>gi:950546578:ref:WP_057422848.1:|FEATURES|mexF|multidrug|mexF
>gi:1031634941:gb:ANG14509.1:|FEATURES|TEM-1|beta-lactam|TEM
>gi:686319989:ref:WP_031875473.1:|FEATURES|norA|multidrug|norA
>gi:700659240:gb:AIU96746.1:|FEATURES|ermC|MLS|ermC
>AF336095.1.gene1.p01|FEATURES|omp36|multidrug|omp36
>gi:995942695:gb:AMJ32665.1:|FEATURES|tetD|tetracycline|tetD
>gi:998244991:ref:WP_061098586.1:|FEATURES|mdtH|multidrug|mdtH
>YP_002384189|FEATURES|mdtM|multidrug|mdtM
>gi:486419591:ref:WP_001612185.1:|FEATURES|mdtP|multidrug|mdtP
>gi:1043328611:ref:WP_065365843.1:|FEATURES|class_C|beta-lactam|class_C
>gi:976151217:ref:WP_059309422.1:|FEATURES|tetR|tetracycline|tetR
>JF274246.1.gene1.p01|FEATURES|CTX-M-112|beta-lactam|CTX-M
>CAF21854|FEATURES|norA|multidrug|norA
>gi:519089566:ref:WP_020245441.1:|FEATURES|TolC|multidrug|TolC
>gi:491130228:ref:WP_004988656.1:|FEATURES|class_C|beta-lactam|class_C
>gi:928844228:ref:WP_053895302.1:|FEATURES|emrA|multidrug|emrA
>gi:545231548:ref:WP_021531156.1:|FEATURES|macB|MLS|macB
>ACB17069|FEATURES|mdtO|multidrug|mdtO
>GU371926.1.gene94.p01|FEATURES|TEM-33|beta-lactam|TEM
>CAP58290|FEATURES|SHV-2|beta-lactam|SHV
>gi:1031851380:ref:WP_064173626.1:|FEATURES|TolC|multidrug|TolC
>YP_002040143|FEATURES|macB|MLS|macB
>gi:488959735:ref:WP_002870772.1:|FEATURES|cmeB|multidrug|cmeB
>gi:829798578:ref:WP_047349012.1:|FEATURES|mdtH|multidrug|mdtH
>HE999704.1.gene1047.p01|FEATURES|msrA|MLS|msrA
>gi:921331017:emb:CTX12516.1:|FEATURES|mdtA|multidrug|mdtA
>gi:1011917778:ref:WP_062729839.1:|FEATURES|mdtH|multidrug|mdtH
>gi:545296874:ref:WP_021577089.1:|FEATURES|acrB|multidrug|acrB
>AAK63223|FEATURES|class_A|beta-lactam|class_A
>gi:959897454:ref:WP_058165306.1:|FEATURES|tetR|tetracycline|tetR
>gi:446053005:ref:WP_000130860.1:|FEATURES|mdtD|multidrug|mdtD
>gi:502669650:ref:WP_012905508.1:|FEATURES|class_A|beta-lactam|class_A
>AM982522.2.gene1.p01|FEATURES|CTX-M-78|beta-lactam|CTX-M
>AM051149.1.gene1.p01|FEATURES|OKP-A|beta-lactam|OKP-A
>CP000647.1.gene911.p01|FEATURES|macA|MLS|macA
>gi:485699692:ref:WP_001333029.1:|FEATURES|emrB|multidrug|emrB
>gi:315276252:gb:EFU39596.1:|FEATURES|fosB|fosfomycin|fosB
>Q52360|FEATURES|tetQ|tetracycline|tetQ
>gi:686319982:ref:WP_031875468.1:|FEATURES|mepA|multidrug|mepA
>AAD42184|FEATURES|vanD|glycopeptide|vanD
>gi:506486765:ref:WP_015963310.1:|FEATURES|emrA|multidrug|emrA
>gi:949697262:ref:WP_057056299.1:|FEATURES|rmtC|aminoglycoside|rmtC
>gi:779813787:ref:WP_045333976.1:|FEATURES|mdtH|multidrug|mdtH
>gi:779866092:ref:WP_045354443.1:|FEATURES|macA|MLS|macA
>AF155139.2.gene4.p01|FEATURES|vanY|glycopeptide|vanY
>Q8FFM1|FEATURES|arnA|polymyxin|arnA
>gi:779872998:ref:WP_045357408.1:|FEATURES|fosA|fosfomycin|fosA
>gi:770791620:ref:WP_045134670.1:|FEATURES|macA|MLS|macA
>gi:514421161:ref:WP_016568324.1:|FEATURES|mexF|multidrug|mexF
>NC_011595.7057907.p01|FEATURES|mexB|multidrug|mexB
>NP_815950|FEATURES|vanX|glycopeptide|vanX
>gi:446669109:ref:WP_000746455.1:|FEATURES|macA|MLS|macA
>gi:915870017:ref:WP_050918514.1:|FEATURES|tetA|tetracycline|tetA
>gi:501166982:ref:WP_012210985.1:|FEATURES|tetL|tetracycline|tetL
>gi:488156254:ref:WP_002227462.1:|FEATURES|mdtK|multidrug|mdtK
>gi:489021473:ref:WP_002931964.1:|FEATURES|macA|MLS|macA
>ZP_04268622|FEATURES|class_A|beta-lactam|class_A
>gi:490838406:ref:WP_004700481.1:|FEATURES|mexE|multidrug|mexE
>YP_001350571|FEATURES|mexD|multidrug|mexD
>gi:447201635:ref:WP_001278891.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase
>gi:476856987:gb:ENB51840.1:|FEATURES|mdtF|multidrug|mdtF
>gi:906298254:emb:CRZ18264.1:|FEATURES|tetV|tetracycline|tetV
>P32715|FEATURES|mdtO|multidrug|mdtO
>AAK14791|FEATURES|NPS-1|beta-lactam|NPS-1
>gi:510905726:ref:WP_016232279.1:|FEATURES|emrA|multidrug|emrA
>gi:555219840:ref:WP_023212628.1:|FEATURES|macA|MLS|macA
>P30898|FEATURES|class_A|beta-lactam|class_A
>gi:447175130:ref:WP_001252386.1:|FEATURES|ompF|multidrug|ompF
>gi:895905192:ref:WP_049005060.1:|FEATURES|TolC|multidrug|TolC
>AM296480.1.gene1.p01|FEATURES|floR|phenicol|floR
>AF226276.1.gene3.p01|FEATURES|catD|phenicol|catD
>gi:496192662:ref:WP_008914998.1:|FEATURES|emrB|multidrug|emrB
>gi:1028105368:ref:WP_063860517.1:|FEATURES|class_A|beta-lactam|class_A
>GQ202693.1.gene2.p01|FEATURES|OXA-161|beta-lactam|OXA
>gi:730360176:ref:WP_033998317.1:|FEATURES|class_C|beta-lactam|class_C
>CAJ45367|FEATURES|mefA|MLS|mefA
>gi:983455103:ref:WP_060615977.1:|FEATURES|macB|MLS|macB
>gi:545167026:ref:WP_021521592.1:|FEATURES|macB|MLS|macB
>gi:727765868:ref:WP_033870271.1:|FEATURES|mdtL|multidrug|mdtL
>CAD55935|FEATURES|IMP-13|beta-lactam|IMP
>BAC67152|FEATURES|tetY|tetracycline|tetY
>gi:947880287:ref:WP_056540658.1:|FEATURES|tetA|tetracycline|tetA
>gi:491269060:ref:WP_005127195.1:|FEATURES|mdtK|multidrug|mdtK
>ACA34904|FEATURES|VEB-6|beta-lactam|VEB-6
>AAZ93366|FEATURES|CMY-2|beta-lactam|CMX
>gi:210060768:pdb:2RL3:A|FEATURES|OXA-10|beta-lactam|OXA
>gi:896445442:ref:WP_049375221.1:|FEATURES|norA|multidrug|norA
>gi:555038129:gb:ESL82444.1:|FEATURES|mdtK|multidrug|mdtK
>gi:446657949:ref:WP_000735295.1:|FEATURES|TolC|multidrug|TolC
>Z28968.gene.p01|FEATURES|SME-1|beta-lactam|SME-1
>EU729727.1.gene1.p1|FEATURES|KPC-7|beta-lactam|KPC
>gi:388785938:gb:AFK78219.1:|FEATURES|GES-11|beta-lactam|GES
>BAC67143|FEATURES|tetB|tetracycline|tetB
>gi:446110278:ref:WP_000188133.1:|FEATURES|macB|MLS|macB
>EU019536.1.gene1.p01|FEATURES|OXA-82|beta-lactam|OXA
>AY243512.1.gene1.p01|FEATURES|TEM-120|beta-lactam|TEM
>DQ174307.1.gene1.p01|FEATURES|SHV-67|beta-lactam|SHV
>ZP_03583211|FEATURES|opcM|multidrug|opcM
>gi:643605601:ref:WP_025238134.1:|FEATURES|mdtF|multidrug|mdtF
>L42544.gene.p01|FEATURES|tetT|tetracycline|tetT
>AAK51920|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I
>HM750249.1.gene1.p01|FEATURES|VIM-25|beta-lactam|VIM
>HE999704.1.gene1687.p01|FEATURES|macA|MLS|macA
>ABF20240|FEATURES|catB|phenicol|catB
>gi:518177613:ref:WP_019347821.1:|FEATURES|class_A|beta-lactam|class_A
>gi:518226703:ref:WP_019396911.1:|FEATURES|mexH|multidrug|mexH
>gi:685236936:ref:WP_031605176.1:|FEATURES|macB|MLS|macB
>gi:920609712:ref:WP_053020033.1:|FEATURES|fosB|fosfomycin|fosB
>gi:446657924:ref:WP_000735270.1:|FEATURES|TolC|multidrug|TolC
>gi:558560157:ref:WP_023491039.1:|FEATURES|acrB|multidrug|acrB
>gi:553768013:ref:WP_023100243.1:|FEATURES|oprJ|multidrug|oprJ
>gi:693171998:ref:WP_032304306.1:|FEATURES|mdtP|multidrug|mdtP
>YP_001338812|FEATURES|cmlA|phenicol|cmlA
>gi:499386493:ref:WP_011073960.1:|FEATURES|catB|phenicol|catB
>CAI84881|FEATURES|tetL|tetracycline|tetL
>gi:693018597:ref:WP_032197292.1:|FEATURES|mdtL|multidrug|mdtL
>gi:556469366:ref:WP_023321121.1:|FEATURES|mdtK|multidrug|mdtK
>AAA26492|FEATURES|ermE|MLS|ermE
>AJ313523.1.orf0.gene.p01|FEATURES|erm(33)|MLS|erm(33)
>gi:486155877:ref:WP_001519630.1:|FEATURES|macB|MLS|macB
>gi:488983594:ref:WP_002894393.1:|FEATURES|macA|MLS|macA
>gi:511041763:ref:WP_016295755.1:|FEATURES|vanX|glycopeptide|vanX
>ZP_02700942|FEATURES|mdtG|multidrug|mdtG
>U09991.1.gene2.p01|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter
>gi:545242743:ref:WP_021541510.1:|FEATURES|mdtO|multidrug|mdtO
>gi:558888514:ref:WP_023543283.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter
>gi:555219549:ref:WP_023212356.1:|FEATURES|arnA|polymyxin|arnA
>ZP_03986195|FEATURES|mepA|multidrug|mepA
>gi:696367936:ref:WP_032942948.1:|FEATURES|mdtG|multidrug|mdtG
>YP_001176128|FEATURES|macB|MLS|macB
>gi:486248954:ref:WP_001563516.1:|FEATURES|sdiA|unclassified|sdiA
>gi:1031631057:gb:ANG12696.1:|FEATURES|TEM-1|beta-lactam|TEM
>gi:754672984:ref:WP_042053629.1:|FEATURES|tetR|tetracycline|tetR
>AAR37057|FEATURES|vanS|glycopeptide|vanS
>gi:753534206:pdb:4UWS:B|FEATURES|VIM-26|beta-lactam|VIM
>FJ349556.1.gene4.p01|FEATURES|vanY|glycopeptide|vanY
>HE963771.1.gene1.p01|FEATURES|OXA-250|beta-lactam|OXA
>gi:281335928:gb:ADA62521.1:|FEATURES|CTX-M|beta-lactam|CTX-M
>YP_002295271|FEATURES|mdtL|multidrug|mdtL
>CP000034.1.gene2198.p01|FEATURES|ompF|multidrug|ompF
>gi:487414406:ref:WP_001681940.1:|FEATURES|class_C|beta-lactam|class_C
>gi:489799107:ref:WP_003702998.1:|FEATURES|macA|MLS|macA
>gi:665939114:ref:WP_031305161.1:|FEATURES|fosB|fosfomycin|fosB
>CAC14595|FEATURES|smeE|multidrug|smeE
>gi:1031794099:ref:WP_064134851.1:|FEATURES|norA|multidrug|norA
>gi:693117414:ref:WP_032267527.1:|FEATURES|mdtM|multidrug|mdtM
>gi:691142723:ref:WP_032055937.1:|FEATURES|marR|multidrug|marR
>gi:555089276:gb:ESM32414.1:|FEATURES|fosA|fosfomycin|fosA
>CP001581.1.gene725.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter
>gi:835762022:ref:WP_047653716.1:|FEATURES|sdiA|unclassified|sdiA
>gi:692958302:ref:WP_032151894.1:|FEATURES|dfrA12|diaminopyrimidine|dfrA12
>CAI94891|FEATURES|mefA|MLS|mefA
>gi:895859193:ref:WP_048969621.1:|FEATURES|class_C|beta-lactam|class_C
>Q8FCI8|FEATURES|mdtF|multidrug|mdtF
>ZP_02686031|FEATURES|mdtG|multidrug|mdtG
>gi:1031667883:gb:ANG29794.1:|FEATURES|TEM-1|beta-lactam|TEM
>gi:917769599:ref:WP_052283603.1:|FEATURES|TolC|multidrug|TolC
>gi:486144614:ref:WP_001516928.1:|FEATURES|emrB|multidrug|emrB
>AAM93063|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase
>gi:505182965:ref:WP_015370067.1:|FEATURES|emrB|multidrug|emrB
>gi:446533235:ref:WP_000610581.1:|FEATURES|mdtP|multidrug|mdtP
>gi:647321642:ref:WP_025758846.1:|FEATURES|macA|MLS|macA
>gi:281599802:gb:ADA72786.1:|FEATURES|acrA|multidrug|acrA
>gi:911859034:ref:WP_050157472.1:|FEATURES|macA|MLS|macA
>gi:556486615:ref:WP_023334348.1:|FEATURES|fosA|fosfomycin|fosA
>P74872|FEATURES|penA|beta-lactam|penA
>HM570035.1.gene1.p01|FEATURES|OXA-179|beta-lactam|OXA
>gi:488321803:ref:WP_002391188.1:|FEATURES|fosB|fosfomycin|fosB
>AF024666.2.gene6.p01|FEATURES|tetA|tetracycline|tetA
>gi:851922185:ref:WP_048218206.1:|FEATURES|macB|MLS|macB
>NP_645462|FEATURES|bacA|bacitracin|bacA
>CAW28031|FEATURES|mexX|multidrug|mexX
>gi:446657954:ref:WP_000735300.1:|FEATURES|TolC|multidrug|TolC
>YP_002269553|FEATURES|macB|MLS|macB
>gi:545044102:ref:WP_021418925.1:|FEATURES|vanW|glycopeptide|vanW
>gi:916182247:ref:WP_050964278.1:|FEATURES|fmtC|beta-lactam|fmtC
>gi:486353230:ref:WP_001590854.1:|FEATURES|mdtE|multidrug|mdtE
>YP_001848841|FEATURES|aac(2')-I|aminoglycoside|aac(2')-I
>gi:1016944275:ref:WP_063145761.1:|FEATURES|mdtG|multidrug|mdtG
>gi:506987090:ref:WP_016078505.1:|FEATURES|vanR|glycopeptide|vanR
>gi:765534984:ref:WP_044742103.1:|FEATURES|fosB|fosfomycin|fosB
>gi:693055084:ref:WP_032223202.1:|FEATURES|mdtL|multidrug|mdtL
>gi:446519889:ref:WP_000597235.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter
>AAD43097|FEATURES|PSE-1|beta-lactam|PSE-1
>gi:919972890:ref:WP_052924500.1:|FEATURES|emrB|multidrug|emrB
>gi:740643588:ref:WP_038429037.1:|FEATURES|fosB|fosfomycin|fosB
>gi:1031657016:gb:ANG24801.1:|FEATURES|TEM-1|beta-lactam|TEM
>gi:447120629:ref:WP_001197885.1:|FEATURES|mdtB|multidrug|mdtB
>gi:959911064:ref:WP_058174497.1:|FEATURES|class_C|beta-lactam|class_C
>gi:686172162:ref:WP_031796015.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter
>gi:635732713:gb:KDF14438.1:|FEATURES|sdiA|unclassified|sdiA
>gi:554316762:gb:ESH53118.1:|FEATURES|emrA|multidrug|emrA
>CP000675.2.gene1535.p01|FEATURES|transcriptional_regulatory_protein_CpxR_cpxR|unclassified|transcriptional_regulatory_protein_CpxR_cpxR
>gi:486162858:ref:WP_001526415.1:|FEATURES|mdtF|multidrug|mdtF
>gi:447064824:ref:WP_001142080.1:|FEATURES|dfrA23|diaminopyrimidine|dfrA23
>gi:738164208:ref:WP_036121297.1:|FEATURES|fosB|fosfomycin|fosB
>gi:959891461:ref:WP_058162118.1:|FEATURES|mexE|multidrug|mexE
>gi:648450610:ref:WP_026142361.1:|FEATURES|class_C|beta-lactam|class_C
>DQ392963.1.gene1.p01|FEATURES|OXA-88|beta-lactam|OXA
>YP_001898234|FEATURES|bacA|bacitracin|bacA
>BAC57479|FEATURES|mecR1|beta-lactam|mecR1
>ZP_04192734|FEATURES|class_A|beta-lactam|class_A
>gi:895966795:ref:WP_049046164.1:|FEATURES|class_C|beta-lactam|class_C
>gi:695268617:ref:WP_032490794.1:|FEATURES|sul1|sulfonamide|sul1
>YP_002931998|FEATURES|bacA|bacitracin|bacA
>gi:691013642:ref:WP_031975766.1:|FEATURES|macA|MLS|macA
>Y17583.1.gene1.p01|FEATURES|TEM-22|beta-lactam|TEM
>gi:1006151081:ref:WP_061733222.1:|FEATURES|norA|multidrug|norA
>gi:746042187:ref:WP_039113376.1:|FEATURES|sul1|sulfonamide|sul1
>gi:1033061324:ref:WP_064372453.1:|FEATURES|emrA|multidrug|emrA
>gi:555070833:gb:ESM14988.1:|FEATURES|mdtA|multidrug|mdtA
>gi:950829279:ref:WP_057523151.1:|FEATURES|tetA|tetracycline|tetA
>gi:571687570:gb:ETQ77221.1:|FEATURES|TolC|multidrug|TolC
>M20305.1.gene1.p1|FEATURES|aph(3')-I|aminoglycoside|aph(3')-I
>gi:488171729:ref:WP_002242937.1:|FEATURES|mtrE|multidrug|mtrE
>AF453998.2.gene4.p01|FEATURES|ant(3'')-Ih-aac(6')-IId|aminoglycoside|ant(3'')-Ih-aac(6')-IId
>ABC60094|FEATURES|mefA|MLS|mefA
>gi:649725857:gb:AIC64451.1:|FEATURES|CTX-M|beta-lactam|CTX-M
>JX121127.1.gene1.p01|FEATURES|SHV-160|beta-lactam|SHV
>gi:959897178:ref:WP_058165238.1:|FEATURES|mexH|multidrug|mexH
>gi:496665986:ref:WP_009308476.1:|FEATURES|emrA|multidrug|emrA
>YP_001124322|FEATURES|bacA|bacitracin|bacA
>gi:727382096:ref:WP_033804165.1:|FEATURES|emrK|multidrug|emrK
>gi:657322971:ref:WP_029396025.1:|FEATURES|mdtC|multidrug|mdtC
>gi:657062189:ref:WP_029304661.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase
>AF353562.gene.p01|FEATURES|tet35|tetracycline|tet35
>gi:491322039:ref:WP_005180005.1:|FEATURES|ompR|multidrug|ompR
>AY368237.1.gene1.p1|FEATURES|TEM-128|beta-lactam|TEM
>gi:1031655584:gb:ANG24201.1:|FEATURES|TEM-1|beta-lactam|TEM
>gi:585366847:ref:WP_024248430.1:|FEATURES|macB|MLS|macB
>HM488989.1.gene1.p1|FEATURES|OXA-168|beta-lactam|OXA
>gi:295443907:dbj:BAJ06377.1:|FEATURES|mecR1|beta-lactam|mecR1
>gi:384406791:gb:AFH89469.1:|FEATURES|CTX-M-14|beta-lactam|CTX-M
>gi:980874642:ref:WP_059362006.1:|FEATURES|macA|MLS|macA
>gi:493521962:ref:WP_006476058.1:|FEATURES|mexX|multidrug|mexX
>Q4KC13|FEATURES|bacA|bacitracin|bacA
>gi:447079908:ref:WP_001157164.1:|FEATURES|sdiA|unclassified|sdiA
>AY307100.1.gene1.p1|FEATURES|TEM-1|beta-lactam|TEM
>gi:1028101930:ref:WP_063857772.1:|FEATURES|class_C|beta-lactam|class_C
>ACF08831|FEATURES|tetM|tetracycline|tetM
>JN596280.1.gene4.p01|FEATURES|GES-20|beta-lactam|GES
>gi:649725831:gb:AIC64438.1:|FEATURES|CTX-M|beta-lactam|CTX-M
>gi:870711715:gb:AKP16679.1:|FEATURES|erm(41)|MLS|erm(41)
>NP_455648|FEATURES|mdtG|multidrug|mdtG
>gi:738496032:ref:WP_036445106.1:|FEATURES|class_A|beta-lactam|class_A
>gi:754613472:ref:WP_042002901.1:|FEATURES|arnA|polymyxin|arnA
>CP000647.1.gene4115.p01|FEATURES|emrD|multidrug|emrD
>gi:691085756:ref:WP_032019894.1:|FEATURES|mexE|multidrug|mexE
>gi:1031818785:ref:WP_064147020.1:|FEATURES|TolC|multidrug|TolC
>gi:585330820:ref:WP_024212479.1:|FEATURES|emrB|multidrug|emrB
>ZP_01722744|FEATURES|fosB|fosfomycin|fosB
>gi:980947264:ref:WP_059370759.1:|FEATURES|mdtH|multidrug|mdtH
>gi:765472015:ref:WP_044721456.1:|FEATURES|mdtN|multidrug|mdtN
>gi:921231571:ref:WP_053176464.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter
>gi:1043549336:ref:WP_065392391.1:|FEATURES|mdtH|multidrug|mdtH
>M60253.gene.p01|FEATURES|class_A|beta-lactam|class_A
>gi:447110046:ref:WP_001187302.1:|FEATURES|emrB|multidrug|emrB
>ZP_04679156|FEATURES|mepA|multidrug|mepA
>gi:1017244965:emb:SAD77836.1:|FEATURES|sdiA|unclassified|sdiA
>gi:522052526:ref:WP_020563735.1:|FEATURES|class_A|beta-lactam|class_A
>ABK86187|FEATURES|vanS|glycopeptide|vanS
>EDJ91555|FEATURES|PBP-1A|beta-lactam|PBP-1A
>gi:446834446:ref:WP_000911702.1:|FEATURES|fosB|fosfomycin|fosB
>gi:851928815:ref:WP_048221086.1:|FEATURES|macB|MLS|macB
>Q47748|FEATURES|vanH|glycopeptide|vanH
>gi:446842982:ref:WP_000920238.1:|FEATURES|fosB|fosfomycin|fosB
>AB753456.1.gene1.p01|FEATURES|IMP-42|beta-lactam|IMP
>gi:510921378:ref:WP_016242211.1:|FEATURES|sdiA|unclassified|sdiA
>ZP_03984378|FEATURES|tetM|tetracycline|tetM
